,summary
3185,1
3186,5
3187,2
3188,2
3189,1
3190,1
3191,2
3192,3
3193,1
3194,4
3195,2
3196,1
3197,3
3198,3
3199,3
3200,3
3201,3
3202,4
3203,5
3204,2
3205,3
3206,2
3207,1
3208,3
3209,2
3210,1
3211,4
3212,2
3213,1
3214,1
3215,1
3216,3
3217,3
3218,1
3220,1
3221,4
3222,4
3223,3
3225,2
3226,1
3227,2
3228,3
3229,4
3230,3
3231,3
3232,1
3233,2
3235,1
3236,2
3237,2
3238,4
3240,1
3241,1
3242,3
3244,1
3245,5
3246,1
3247,3
3248,3
3249,3
3251,1
3252,1
3253,1
3255,1
3256,1
3257,3
3258,5
3259,1
3260,2
3261,1
3262,1
3263,1
3264,2
3265,1
3266,2
3267,2
3268,1
3269,4
3270,1
3271,1
3272,1
3273,2
3274,2
3275,4
3277,2
3278,3
3280,1
3281,2
3282,2
3283,2
3284,4
3285,4
3286,2
3287,2
3288,3
3289,1
3290,3
3291,2
3293,1
3294,1
3295,1
3296,1
3297,5
3298,2
3299,4
3300,5
3301,1
3303,2
3304,2
3305,1
3306,2
3307,5
3308,2
3309,2
3310,3
3311,2
3312,4
3313,2
3314,4
3315,5
3316,2
3317,2
3318,2
3319,5
3320,4
3321,1
3322,2
3323,2
3324,2
3325,1
3326,1
3327,1
3328,5
3329,1
3330,1
3331,4
3332,4
3333,2
3334,2
3335,5
3336,3
3337,1
3338,3
3339,1
3340,1
3341,1
3342,1
3343,1
3344,2
3345,1
3346,1
3347,1
3348,1
3349,5
3350,3
3351,1
3352,1
3353,4
3354,1
3355,1
3356,1
3357,1
3358,2
3359,2
3360,2
3361,5
3362,1
3363,4
3364,2
3365,1
3366,4
3367,3
3368,3
3370,2
3371,4
3372,1
3373,2
3374,2
3375,4
3377,1
3379,1
3380,1
3381,2
3382,2
3383,2
3384,3
3385,3
3387,3
3388,1
3389,2
3390,2
3391,4
3393,4
3394,3
3395,3
3396,1
3397,3
3398,2
3399,1
3400,1
3401,4
3402,1
3403,1
3404,3
3405,1
3406,2
3407,2
3408,4
3409,4
3410,2
3411,3
3412,5
3413,4
3414,2
3415,1
3416,2
3417,1
3418,1
3419,2
3420,1
3421,4
3422,5
3423,5
3424,2
3425,1
3426,1
3427,1
3428,3
3429,4
3430,1
3431,1
3432,1
3433,5
3434,4
3435,3
3436,1
3437,3
3438,1
3439,4
3440,1
3441,2
3442,1
3443,2
3444,4
3445,3
3446,5
3447,2
3448,1
3449,3
3450,1
3451,1
3452,2
3453,4
3454,2
3455,2
3456,4
3457,1
3458,1
3459,1
3460,2
3461,5
3462,2
3463,1
3464,2
3465,3
3466,3
3467,2
3468,1
3469,3
3470,1
3471,2
3472,1
3473,1
3474,1
3475,2
3476,3
3477,1
3478,5
3479,2
3480,1
3481,1
3482,3
3483,2
3484,1
3485,1
3486,2
3487,4
3488,3
3489,1
3490,5
3492,2
3493,5
3494,1
3495,3
3496,1
3497,5
3498,2
3499,5
3501,1
3502,3
3503,1
3504,3
3505,3
3506,1
3507,4
3508,4
3510,1
3511,4
3512,3
3513,1
3514,5
3516,4
3517,1
3518,3
3520,2
3521,1
3522,5
3523,5
3524,4
3525,2
3526,4
3527,1
3528,2
3529,2
3530,2
3531,2
3532,3
3533,4
3534,3
3535,1
3536,2
3537,3
3538,2
3539,2
3540,3
3541,4
3542,2
3543,1
3544,2
3545,4
3546,5
3547,3
3548,1
3549,1
3550,3
3551,1
3552,1
3553,2
3554,1
3555,2
3556,5
3557,5
3558,3
3559,4
3560,2
3561,5
3562,1
3563,1
3564,1
3565,2
3566,2
3567,5
3568,3
3569,1
3570,2
3571,1
3572,3
3573,2
3574,1
3576,3
3577,1
3578,2
3579,2
3580,2
3581,2
3582,3
3583,4
3584,1
3585,2
3586,1
3587,2
3588,5
3589,2
3590,2
3592,1
3593,3
3594,1
3595,1
3596,1
3597,5
3598,1
3599,1
3600,5
3601,1
3602,5
3603,1
3604,3
3605,1
3606,1
3607,2
3608,3
3609,2
3610,5
3611,1
3612,3
3613,1
3614,2
3615,5
3617,1
3618,2
3619,2
3620,2
3621,3
3622,1
3623,3
3624,4
3625,5
3626,2
3627,3
3628,2
3629,1
3630,2
3631,2
3632,2
3633,2
3634,3
3635,1
3636,2
3637,3
3638,1
3640,1
3641,2
3642,3
3643,5
3644,2
3645,1
3646,4
3647,3
3648,1
3649,4
3650,4
3651,1
3652,2
3653,4
3654,1
3655,2
3656,3
3657,1
3658,1
3659,2
3660,2
3661,4
3662,2
3663,2
3664,1
3665,2
3666,3
3667,1
3668,1
3669,5
3670,2
3671,1
3672,1
3673,1
3674,4
3675,1
3676,2
3677,2
3678,5
3679,2
3680,2
3682,1
3683,1
3684,4
3685,1
3686,2
3687,2
3688,3
3689,2
3690,2
3691,3
3692,3
3693,2
3694,2
3695,3
3696,4
3697,2
3698,1
3699,1
3700,3
3701,1
3702,1
3703,1
3704,2
3705,1
3706,1
3707,2
3708,4
3709,1
3710,1
3711,4
3713,3
3714,1
3715,3
3716,3
3717,2
3718,4
3719,1
3720,3
3721,3
3722,2
3723,1
3724,2
3725,1
3726,2
3727,1
3729,3
3730,3
3731,1
3732,2
3733,4
3734,2
3735,4
3736,1
3737,2
3738,2
3739,2
3740,4
3741,4
3742,1
3743,2
3744,2
3745,3
3746,1
3747,1
3748,2
3749,3
3750,2
3751,2
3752,1
3754,5
3755,4
3756,2
3757,4
3758,4
3759,2
3760,1
3761,1
3762,2
3764,3
3765,4
3766,3
3767,2
3769,1
3770,2
3772,2
3773,1
3774,2
3775,3
3776,2
3777,2
3778,1
3779,1
3780,1
3782,1
3783,1
3784,2
3785,1
3786,2
3787,3
3788,4
3789,2
3790,2
3791,2
3792,3
3793,1
3794,2
3795,1
3796,1
3797,3
3798,3
3799,3
3800,1
3801,5
3802,1
3803,3
3804,3
3805,2
3806,4
3807,1
3808,2
3809,1
3810,4
3811,1
3812,2
3813,2
3814,2
3815,1
3816,4
3817,1
3818,1
3819,1
3820,3
3821,1
3822,4
3823,2
3824,4
3825,3
3826,1
3827,1
3828,1
3829,1
3830,3
3831,2
3833,3
3834,5
3835,1
3836,3
3837,1
3838,1
3839,5
3840,5
3841,2
3842,3
3843,1
3844,4
3845,4
3846,3
3847,2
3848,2
3849,4
3850,2
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,2
3859,1
3860,2
3861,3
3862,3
3863,1
3864,2
3865,5
3866,5
3867,2
3868,2
3869,1
3870,3
3871,3
3872,1
3873,3
3874,3
3875,3
3877,3
3878,1
3879,3
3880,1
3881,2
3882,1
3883,2
3884,1
3885,2
3886,1
3887,1
3888,4
3889,1
3890,1
3891,2
3892,4
3893,4
3894,2
3895,3
3896,2
3897,5
3898,3
3899,2
3900,2
3901,1
3902,1
3903,2
3904,3
3905,1
3906,1
3907,1
3908,2
3909,4
3910,1
3911,3
3912,4
3913,2
3915,2
3916,2
3918,1
3919,4
3920,5
3921,5
3922,3
3923,1
3924,4
3925,2
3926,1
3927,4
3928,2
3929,3
3930,3
3931,4
3932,1
3933,1
3934,2
3935,1
3936,1
3938,1
3939,1
3940,1
3941,1
3942,2
3943,3
3944,2
3945,1
3946,5
3947,2
3948,2
3949,1
3950,2
3952,2
3953,2
3954,2
3955,4
3956,2
3957,1
3958,1
3960,1
3961,2
3963,1
3964,1
3965,1
3966,3
3967,5
3968,1
3969,4
3970,4
3971,4
3972,1
3973,2
3974,2
3975,2
3976,1
3977,2
3978,4
3979,2
3980,1
3981,4
3982,3
3983,2
3984,5
3985,1
3986,3
3987,3
3988,1
3989,2
3990,3
3991,1
3992,3
3993,2
3994,3
3995,1
3996,1
3997,1
3998,2
3999,1
4000,5
4001,3
4002,2
4003,3
4004,1
4005,1
4006,1
4007,4
4008,1
4009,2
4010,3
4011,1
4013,2
4014,2
4015,2
4016,3
4017,2
4018,4
4019,3
4020,1
4021,5
4022,2
4023,2
4024,5
4025,4
4026,5
4027,2
4028,1
4029,1
4030,4
4031,2
4032,2
4033,2
4034,4
4036,2
4037,5
4038,1
4039,4
4040,1
4041,2
4042,3
4043,2
4044,2
4045,2
4046,1
4047,5
4048,1
4049,1
4050,2
4051,2
4052,1
4053,2
4054,2
4056,3
4057,2
4058,2
4059,1
4060,1
4061,2
4062,5
4063,2
4064,1
4065,1
4066,3
4067,2
4068,4
4069,2
4070,5
4071,5
4072,5
4073,1
4074,1
4075,2
4076,1
4077,1
4078,3
4079,5
4080,1
4081,2
4082,1
4083,5
4084,2
4085,5
4086,1
4088,2
4089,2
4090,2
4091,1
4092,5
4093,3
4094,1
4095,1
4096,2
4097,2
4098,1
4099,2
4100,1
4101,2
4102,1
4103,1
4104,2
4105,1
4106,1
4107,2
4108,5
4109,1
4110,1
4111,4
4112,4
4113,2
4114,5
4115,3
4116,5
4117,4
4118,2
4120,1
4122,1
4123,2
4124,2
4125,2
4126,2
4127,5
4128,2
4130,1
4131,4
4132,5
4133,2
4134,1
4135,1
4137,1
4138,2
4139,2
4141,1
4142,2
4143,2
4144,1
4145,2
4146,4
4147,3
4148,1
4149,5
4150,5
4151,1
4152,1
4153,1
4154,1
4155,1
4156,3
4157,2
4158,2
4159,1
4160,1
4162,3
4163,1
4164,3
4165,5
4166,3
4167,2
4168,2
4169,2
4170,2
4172,2
4173,1
4174,5
4175,1
4176,5
4177,1
4178,2
4179,3
4180,1
4181,1
4182,1
4183,1
4184,5
4185,2
4186,1
4187,3
4188,5
4189,1
4190,3
4191,2
4192,1
4193,1
4194,2
4195,3
4196,4
4197,1
4198,3
4199,4
4200,2
4201,3
4202,1
4203,2
4204,4
4205,4
4206,4
4207,2
4208,4
4209,1
4210,1
4211,2
4212,5
4213,4
4214,1
4215,2
4216,1
4217,3
4218,2
4219,1
4220,1
4221,5
4223,1
4224,3
4225,5
4226,3
4227,2
4228,3
4229,1
4230,2
4231,1
4232,4
4233,2
4234,1
4235,2
4236,2
4237,1
4238,2
4239,1
4240,2
4241,2
4242,1
4243,2
4245,2
4246,4
4247,3
4248,3
4249,4
4250,2
4251,1
4252,1
4253,4
4255,2
4256,1
4257,1
4258,2
4259,1
4260,4
4261,4
4262,1
4263,3
4264,3
4265,1
4266,2
4267,2
4268,2
4269,3
4270,1
4271,2
4272,2
4273,2
4274,4
4275,1
4276,1
4277,2
4278,5
4279,5
4280,1
4281,2
4282,3
4283,1
4284,2
4285,1
4286,2
4287,5
4288,3
4289,1
4290,2
4291,5
4292,1
4293,2
4294,4
4295,1
4296,2
4297,4
4298,2
4299,3
4300,1
4301,1
4302,2
4303,2
4304,3
4306,3
4307,4
4308,3
4309,2
4310,5
4311,2
4312,2
4313,2
4314,3
4315,1
4316,1
4317,2
4318,4
4319,2
4320,1
4321,1
4322,1
4323,3
4324,3
4325,1
4326,1
4327,5
4328,4
4329,1
4330,2
4331,3
4332,1
4333,3
4334,1
4335,3
4336,3
4337,2
4338,2
4339,4
4340,2
4342,4
4343,1
4344,1
4346,1
4347,1
4348,4
4349,2
4350,1
4351,1
4352,2
4353,3
4354,3
4355,1
4356,1
4357,2
4358,3
4359,2
4360,3
4361,3
4362,1
4363,3
4364,3
4365,1
4366,1
4367,5
4368,2
4369,1
4370,3
4371,1
4372,1
4374,2
4375,2
4376,4
4377,1
4378,2
4379,1
4380,2
4381,1
4382,4
4383,4
4384,1
4385,2
4386,4
4387,2
4388,2
4389,1
4390,4
4391,3
4392,1
4393,1
4395,5
4396,3
4397,4
4398,5
4399,3
4400,2
4401,2
4402,2
4403,1
4404,1
4405,1
4406,2
4407,1
4408,2
4409,2
4410,5
4411,1
4412,4
4413,1
4415,4
4416,2
4417,2
4418,3
4419,4
4420,1
4421,4
4422,1
4423,1
4424,2
4425,1
4426,2
4427,1
4428,2
4429,2
4430,2
4431,1
4432,1
4434,4
4435,2
4436,2
4437,1
4438,1
4439,1
4441,3
4442,2
4443,3
4444,2
4445,3
4446,2
4447,4
4448,1
4449,4
4450,2
4451,1
4452,2
4453,2
4454,1
4455,1
4456,3
4457,4
4458,2
4459,3
4460,4
4461,1
4462,5
4463,4
4464,2
4465,2
4466,2
4467,2
4468,1
4469,1
4470,2
4472,5
4473,2
4474,1
4475,1
4476,3
4477,1
4478,2
4479,3
4480,2
4481,4
4482,3
4483,1
4484,1
4485,1
4486,3
4487,1
4488,2
4489,4
4492,2
4493,5
4494,5
4495,2
4496,2
4497,2
4498,1
4499,1
4500,4
4501,4
4503,2
4504,3
4505,5
4506,1
4507,1
4508,1
4509,2
4510,2
4511,1
4512,1
4513,4
4514,3
4515,3
4518,1
4519,1
4520,2
4521,1
4522,2
4523,5
4524,1
4525,2
4526,2
4527,1
4528,1
4529,1
4530,2
4531,3
4532,4
4533,3
4534,2
4535,3
4536,1
4538,1
4539,2
4540,2
4541,2
4542,2
4543,1
4544,1
4546,1
4547,2
4548,4
4549,1
4550,4
4551,2
4552,1
4553,4
4555,3
4556,4
4557,4
4558,4
4559,2
4560,1
4561,1
4562,2
4563,1
4564,2
4565,4
4567,1
4568,1
4569,4
4570,5
4571,1
4572,5
4573,2
4574,1
4575,5
4576,1
4577,1
4578,2
4579,3
4580,3
4581,2
4582,5
4583,5
4585,3
4586,1
4587,1
4588,2
4589,3
4591,2
4592,2
4593,1
4594,1
4595,2
4596,5
4597,1
4598,3
4599,3
4600,1
4601,1
4603,1
4604,4
4605,3
4606,2
4607,1
4609,3
4610,2
4611,1
4612,3
4613,1
4614,1
4615,3
4616,2
4617,3
4618,3
4619,2
4620,2
4621,1
4624,1
4625,1
4626,2
4627,1
4628,2
4629,5
4630,1
4631,2
4632,1
4633,2
4634,4
4636,5
4637,1
4640,1
4641,1
4642,3
4643,1
4644,1
4645,1
4646,1
4647,2
4648,3
4649,1
4650,3
4651,5
4653,1
4654,4
4655,2
4656,1
4657,1
4658,1
4659,1
4660,2
4661,1
4662,1
4663,4
4664,1
4665,5
4666,2
4667,1
4668,1
4669,5
4670,4
4671,3
4672,5
4673,1
4674,2
4675,4
4676,2
4677,1
4678,3
4679,5
4680,2
4681,3
4682,5
4683,5
4684,5
4685,1
4686,2
4687,2
4688,1
4689,5
4690,2
4691,1
4692,1
4693,1
4694,2
4695,3
4696,1
4697,1
4698,1
4699,2
4700,1
4701,2
4702,1
4703,1
4704,4
4705,1
4706,1
4707,1
4708,2
4709,1
4710,3
4711,2
4712,1
4713,3
4714,4
4715,5
4716,1
4717,2
4718,1
4720,2
4721,1
4722,2
4723,5
4724,2
4725,2
4727,2
4728,3
4729,4
4730,5
4731,2
4732,2
4733,1
4734,2
4735,5
4736,1
4737,2
4738,2
4739,3
4740,3
4741,5
4742,2
4743,3
4744,1
4745,2
4746,3
4747,1
4748,1
4749,1
4750,2
4751,1
4752,2
4753,1
4754,1
4755,4
4756,2
4757,1
4758,2
4759,1
4760,3
4762,3
4763,2
4764,2
4765,2
4766,2
4767,1
4768,1
4769,2
4770,2
4771,1
4772,4
4773,3
4775,1
4776,3
4777,2
4778,2
4779,1
4780,3
4781,1
4782,2
4783,5
4784,2
4785,3
4786,5
4787,1
4788,2
4789,1
4790,3
4791,4
4792,3
4793,1
4794,2
4795,2
4796,5
4797,3
4798,1
4799,2
4800,3
4803,3
4804,1
4805,4
4806,2
4807,5
4808,3
4809,2
4810,4
4811,2
4812,3
4813,2
4814,2
4815,2
4816,1
4817,2
4818,1
4819,1
4820,2
4821,2
4822,2
4823,1
4824,3
4825,5
4827,3
4828,3
4829,1
4830,1
4831,1
4832,4
4833,1
4834,1
4835,1
4837,1
4838,2
4839,5
4840,1
4841,2
4842,4
4843,2
4844,4
4845,2
4846,2
4847,2
4848,2
4849,3
4850,2
4851,2
4852,4
4853,1
4854,5
4855,3
4856,1
4857,1
4858,1
4859,2
4860,1
4861,5
4862,2
4863,4
4864,3
4865,5
4866,2
4867,3
4868,2
4869,5
4870,2
4871,1
4872,2
4873,2
4874,1
4875,4
4876,3
4877,2
4878,1
4879,1
4880,5
4881,1
4882,3
4883,5
4884,2
4885,2
4886,2
4887,1
4888,1
4889,1
4890,2
4891,1
4892,1
4893,5
4894,4
4895,5
4896,2
4897,2
4898,2
4900,2
4901,3
4902,2
4903,2
4904,2
4905,3
4906,1
4907,4
4908,3
4909,5
4910,1
4911,4
4912,1
4913,3
4914,1
4915,1
4916,3
4917,1
4918,2
4919,5
4920,1
4921,1
4922,1
4924,1
4925,1
4926,2
4927,3
4928,3
4929,3
4930,1
4931,1
4932,4
4933,1
4935,1
4936,4
4938,3
4939,5
4940,1
4941,1
4942,1
4943,3
4944,1
4945,1
4946,3
4947,2
4948,1
4949,3
4950,1
4951,2
4952,4
4953,1
4954,1
4955,1
4956,2
4957,1
4958,1
4959,3
4960,5
4961,2
4962,2
4963,1
4964,3
4965,4
4966,1
4967,1
4968,2
4970,2
4971,5
4972,1
4973,2
4974,4
4975,5
4976,2
4977,2
4978,1
4979,3
4980,1
4981,2
4982,2
4983,1
4984,1
4985,4
4987,3
4988,1
4989,1
4990,4
4991,5
4992,1
4993,1
4994,1
4995,2
4996,2
4997,3
4999,1
5000,1
5001,1
5002,3
5003,1
5004,1
5005,2
5006,2
5007,3
5008,1
5009,1
5010,5
5011,1
5012,1
5013,2
5015,2
5016,2
5017,2
5018,1
5019,3
5020,2
5021,1
5022,1
5024,4
5025,4
5026,1
5027,2
5029,5
5030,4
5031,1
5032,4
5033,4
5034,4
5035,1
5036,1
5037,3
5038,2
5039,5
5040,3
5041,1
5042,3
5043,2
5044,3
5045,1
5046,3
5047,1
5048,2
5049,1
5050,2
5051,2
5053,1
5054,1
5055,2
5057,1
5058,5
5060,5
5061,1
5062,2
5063,1
5064,1
5065,1
5066,2
5067,2
5068,2
5069,2
5070,1
5071,3
5072,4
5073,3
5074,3
5075,2
5076,2
5077,1
5078,4
5079,3
5080,2
5081,2
5082,3
5083,1
5084,4
5086,1
5087,4
5088,1
5089,1
5090,3
5091,5
5092,4
5093,3
5094,1
5095,2
5097,3
5098,2
5099,3
5100,2
5101,3
5102,2
5103,2
5104,2
5105,1
5106,4
5107,3
5108,2
5109,2
5110,2
5111,4
5112,5
5113,4
5114,2
5115,5
5116,1
5117,2
5118,4
5119,2
5120,1
5121,1
5122,5
5123,3
5124,1
5125,2
5126,4
5127,2
5128,5
5130,5
5131,2
5132,1
5134,1
5135,1
5136,1
5137,1
5138,1
5139,2
5140,1
5141,2
5142,1
5143,1
5144,5
5145,4
5146,2
5147,2
5148,4
5149,1
5150,2
5151,1
5152,1
5153,5
5154,2
5155,1
5156,2
5157,3
5158,4
5159,2
5160,1
5161,1
5162,1
5163,3
5165,1
5166,1
5167,2
5168,2
5169,3
5170,5
5171,4
5172,3
5173,1
5174,3
5175,2
5176,4
5177,2
5178,4
5179,1
5180,3
5181,2
5182,1
5183,3
5184,2
5185,2
5186,3
5187,2
5188,2
5189,3
5190,1
5191,1
5192,1
5193,2
5194,2
5195,1
5196,4
5197,3
5198,5
5199,2
5200,1
5201,2
5202,2
5203,2
5204,2
5205,1
5206,2
5208,1
5209,3
5211,2
5212,1
5213,1
5214,2
5215,1
5216,1
5218,2
5219,1
5220,1
5221,1
5222,3
5224,2
5225,3
5226,3
5227,1
5228,3
5229,2
5230,2
5231,1
5232,1
5233,2
5234,2
5235,4
5236,2
5237,2
5239,3
5240,3
5241,3
5242,2
5243,4
5244,4
5245,2
5246,1
5247,4
5248,2
5249,1
5250,2
5251,5
5252,5
5254,2
5255,2
5256,3
5257,1
5258,3
5259,5
5260,3
5261,3
5262,1
5263,1
5264,2
5265,1
5266,2
5267,2
5268,1
5269,2
5271,3
5272,1
5273,2
5274,2
5275,1
5276,2
5277,1
5278,1
5279,3
5280,1
5281,2
5282,2
5283,3
5284,5
5285,2
5286,2
5287,1
5288,2
5289,1
5290,2
5291,3
5292,1
5293,2
5294,1
5295,1
5296,4
5297,4
5298,4
5299,1
5300,4
5301,1
5303,4
5304,1
5305,3
5306,4
5307,1
5308,2
5309,1
5310,1
5311,2
5312,1
5313,4
5314,2
5315,3
5316,2
5317,1
5318,2
5319,2
5320,1
5321,1
5322,4
5323,2
5324,3
5325,2
5326,5
5327,1
5328,2
5329,4
5330,2
5331,1
5332,1
5334,3
5335,2
5336,3
5337,2
5338,3
5339,2
5340,1
5341,2
5342,3
5343,4
5344,1
5346,1
5347,1
5348,5
5349,3
5350,1
5351,1
5352,2
5353,2
5354,5
5355,2
5356,4
5357,2
5358,2
5359,3
5360,2
5361,4
5362,4
5363,1
5364,1
5365,1
5366,1
5367,2
5368,4
5369,2
5370,1
5371,1
5372,2
5373,4
5374,1
5375,2
5376,4
5378,2
5379,1
5380,1
5381,4
5382,1
5383,2
5384,4
5385,1
5386,4
5387,5
5388,3
5389,3
5390,2
5391,3
5392,3
5394,2
5395,3
5397,2
5398,1
5401,2
5402,3
5403,3
5404,5
5405,5
5406,5
5407,2
5408,4
5409,5
5410,1
5411,1
5412,5
5414,1
5415,1
5416,2
5417,1
5418,1
5420,1
5421,3
5422,4
5423,3
5425,2
5426,1
5427,1
5428,3
5429,5
5430,2
5431,1
5432,3
5433,1
5434,2
5436,4
5437,1
5438,1
5439,1
5440,5
5441,2
5443,1
5444,2
5445,2
5446,3
5447,1
5448,5
5449,5
5450,5
5451,1
5452,1
5453,1
5454,3
5455,2
5456,1
5457,5
5458,1
5459,5
5460,1
5461,1
5462,1
5463,4
5464,2
5465,2
5466,5
5467,2
5468,1
5469,3
5470,4
5471,1
5472,3
5473,1
5474,2
5475,1
5476,3
5477,4
5478,5
5479,2
5480,2
5481,2
5483,3
5484,3
5485,1
5486,1
5487,1
5488,1
5489,2
5490,3
5491,2
5492,1
5493,1
5494,5
5495,1
5496,4
5497,1
5498,3
5499,4
5500,1
5501,2
5502,2
5503,4
5504,2
5505,1
5506,2
5507,1
5508,3
5509,2
5510,2
5511,1
5512,5
5513,4
5514,2
5515,1
5516,1
5517,1
5518,1
5519,1
5521,2
5522,1
5523,5
5524,1
5525,3
5526,2
5528,1
5530,2
5531,1
5532,1
5533,4
5534,5
5535,2
5536,2
5537,2
5538,1
5539,1
5540,1
5542,2
5543,1
5544,2
5545,1
5546,1
5547,1
5548,5
5549,2
5550,2
5551,3
5552,1
5553,2
5554,1
5555,2
5556,2
5557,3
5558,3
5559,3
5560,4
5561,2
5562,2
5563,2
5565,2
5566,4
5567,3
5568,2
5569,1
5570,2
5571,2
5572,2
5573,3
5574,1
5575,2
5576,1
5577,1
5578,1
5579,2
5580,2
5581,1
5582,2
5583,1
5584,1
5585,3
5586,1
5587,1
5588,2
5589,3
5590,4
5591,3
5592,2
5593,2
5594,2
5595,2
5596,4
5597,3
5598,2
5599,1
5600,2
5601,2
5602,5
5603,2
5604,1
5605,2
5606,4
5607,1
5608,2
5609,1
5610,1
5612,1
5613,2
5614,3
5615,5
5616,1
5617,4
5618,1
5619,4
5620,2
5621,4
5622,1
5623,2
5625,1
5626,2
5627,2
5628,1
5629,1
5630,2
5631,1
5632,2
5633,2
5634,2
5635,1
5636,2
5637,4
5638,2
5639,3
5640,4
5642,5
5643,5
5644,1
5645,4
5646,3
5647,2
5648,4
5649,1
5650,5
5651,3
5652,1
5653,2
5654,5
5655,3
5656,2
5657,4
5658,1
5659,1
5660,2
5662,1
5663,5
5664,2
5665,3
5666,2
5667,2
5668,3
5669,1
5670,2
5671,2
5672,4
5673,4
5674,2
5675,3
5676,3
5677,3
5679,2
5680,1
5681,2
5682,2
5683,1
5684,4
5685,2
5686,3
5687,4
5688,3
5689,4
5690,5
5691,2
5692,3
5693,1
5694,2
5695,2
5696,1
5697,2
5700,1
5701,5
5702,5
5703,1
5704,1
5705,5
5706,3
5707,1
5709,5
5710,2
5711,3
5712,2
5713,3
5714,2
5715,2
5716,2
5717,2
5718,1
5719,1
5720,2
5721,4
5722,1
5723,2
5724,5
5725,3
5726,1
5727,4
5728,1
5729,1
5730,1
5731,1
5732,2
5734,2
5735,2
5736,1
5737,2
5738,3
5740,3
5741,3
5742,1
5743,3
5744,1
5745,3
5746,3
5747,1
5748,4
5749,4
5751,1
5752,1
5754,1
5755,4
5756,1
5757,3
5758,4
5759,5
5760,1
5761,5
5762,1
5763,3
5764,2
5765,2
5766,2
5767,1
5768,1
5769,5
5770,1
5771,1
5772,2
5773,5
5774,2
5775,2
5776,1
5777,5
5778,1
5779,3
5781,1
5782,2
5783,3
5784,1
5785,3
5786,5
5787,4
5788,1
5789,1
5790,4
5791,5
5793,3
5794,1
5795,1
5796,3
5797,1
5798,2
5799,2
5800,1
5801,2
5802,4
5803,4
5804,1
5805,1
5806,4
5807,3
5808,2
5809,2
5810,2
5811,3
5812,2
5813,3
5814,4
5815,4
5816,5
5817,5
5818,1
5820,1
5821,2
5822,1
5824,3
5825,1
5826,2
5827,1
5830,1
5831,2
5832,2
5833,1
5834,1
5835,4
5836,1
5837,2
5838,1
5839,1
5840,2
5841,3
5842,3
5843,1
5844,2
5845,2
5846,2
5847,2
5848,1
5849,2
5850,1
5851,2
5852,2
5853,1
5854,2
5855,2
5857,1
5858,4
5859,1
5860,5
5861,1
5862,2
5863,1
5864,1
5865,5
5866,1
5867,2
5868,2
5869,5
5870,2
5871,5
5872,3
5873,1
5874,1
5875,3
5877,4
5878,1
5879,1
5881,1
5882,5
5883,1
5885,1
5886,2
5887,1
5888,4
5889,4
5890,2
5891,1
5892,5
5893,1
5894,4
5895,1
5896,3
5897,4
5898,1
5899,2
5900,3
5901,2
5902,4
5903,3
5905,3
5906,1
5907,1
5908,4
5909,2
5910,1
5911,1
5912,1
5913,3
5914,2
5915,3
5916,4
5917,1
5918,1
5920,4
5921,2
5922,1
5923,2
5925,1
5926,1
5927,4
5928,4
5929,2
5930,1
5931,2
5932,2
5933,3
5935,1
5936,2
5937,3
5938,5
5939,5
5940,1
5941,1
5942,2
5943,1
5944,1
5945,2
5947,1
5948,3
5949,1
5950,4
5951,1
5952,3
5954,3
5955,1
5956,2
5957,2
5958,1
5959,1
5960,2
5961,1
5962,4
5963,1
5964,1
5965,2
5966,3
5967,5
5968,1
5969,1
5970,2
5971,4
5972,1
5973,2
5974,1
5975,4
5976,4
5977,1
5978,2
5979,4
5980,1
5981,1
5982,3
5983,3
5984,1
5986,2
5987,1
5988,1
5989,1
5990,2
5991,3
5992,2
5993,3
5994,1
5995,2
5996,3
5997,2
5998,3
5999,5
6000,4
6001,1
6002,2
6003,2
6004,5
6005,2
6006,2
6007,1
6008,1
6009,1
6010,1
6011,4
6012,2
6013,3
6014,3
6015,4
6016,2
6017,1
6018,3
6019,2
6022,1
6023,3
6024,2
6025,1
6026,2
6027,2
6028,3
6029,3
6030,1
6032,2
6033,3
6034,1
6035,3
6036,1
6037,5
6038,1
6039,3
6040,1
6041,4
6042,1
6043,2
6044,1
6045,4
6046,2
6047,4
6048,5
6049,2
6050,1
6051,1
6052,1
6053,1
6054,2
6055,5
6056,5
6058,5
6059,3
6060,1
6061,3
6062,1
6063,2
6064,2
6065,1
6066,2
6067,2
6068,1
6069,4
6070,3
6071,2
6072,5
6073,1
6074,2
6075,3
6076,3
6077,2
6078,1
6079,1
6080,5
6081,4
6082,1
6083,1
6084,4
6085,5
6086,2
6087,2
6088,3
6089,1
6090,1
6091,5
6092,4
6093,1
6094,4
6095,2
6096,4
6097,1
6098,2
6099,5
6100,2
6101,3
6102,2
6103,1
6104,4
6105,1
6106,1
6107,3
6108,1
6109,1
6110,1
6111,1
6112,1
6113,1
6114,4
6115,3
6116,3
6117,2
6118,1
6119,1
6120,3
6121,2
6122,3
6123,2
6124,5
6126,4
6127,1
6128,4
6129,4
6130,1
6131,1
6132,2
6133,2
6134,2
6135,4
6137,1
6138,1
6139,1
6140,2
6141,2
6142,5
6143,2
6144,1
6145,3
6146,1
6147,1
6148,1
6149,2
6150,2
6151,1
6152,4
6153,4
6154,1
